Name,ClassId,TR,EN
signer8_sample652,49,degistirmek,change
signer8_sample1476,49,degistirmek,change
signer8_sample1488,49,degistirmek,change
signer8_sample2068,49,degistirmek,change
signer8_sample2165,49,degistirmek,change
signer8_sample2174,49,degistirmek,change
signer9_sample103,49,degistirmek,change
signer9_sample155,49,degistirmek,change
signer9_sample571,49,degistirmek,change
signer10_sample99,49,degistirmek,change
signer10_sample296,49,degistirmek,change
signer10_sample440,49,degistirmek,change
signer12_sample124,49,degistirmek,change
signer12_sample684,49,degistirmek,change
signer12_sample1044,49,degistirmek,change
signer12_sample1496,49,degistirmek,change
signer12_sample1543,49,degistirmek,change
signer12_sample1592,49,degistirmek,change
signer12_sample1663,49,degistirmek,change
signer12_sample1695,49,degistirmek,change
signer12_sample1944,49,degistirmek,change
signer13_sample490,49,degistirmek,change
signer13_sample534,49,degistirmek,change
signer13_sample700,49,degistirmek,change
signer13_sample1318,49,degistirmek,change
signer13_sample1373,49,degistirmek,change
signer13_sample1379,49,degistirmek,change
signer13_sample1506,49,degistirmek,change
signer13_sample1620,49,degistirmek,change
signer13_sample1786,49,degistirmek,change
signer15_sample259,49,degistirmek,change
signer15_sample388,49,degistirmek,change
signer17_sample149,49,degistirmek,change
signer17_sample264,49,degistirmek,change
signer19_sample43,49,degistirmek,change
signer19_sample143,49,degistirmek,change
signer19_sample342,49,degistirmek,change
signer20_sample4,49,degistirmek,change
signer20_sample601,49,degistirmek,change
signer20_sample606,49,degistirmek,change
signer21_sample50,49,degistirmek,change
signer21_sample437,49,degistirmek,change
signer21_sample631,49,degistirmek,change
signer22_sample33,49,degistirmek,change
signer22_sample93,49,degistirmek,change
signer22_sample548,49,degistirmek,change
signer23_sample57,49,degistirmek,change
signer23_sample62,49,degistirmek,change
signer23_sample253,49,degistirmek,change
signer24_sample13,49,degistirmek,change
signer24_sample195,49,degistirmek,change
signer24_sample464,49,degistirmek,change
signer26_sample194,49,degistirmek,change
signer26_sample587,49,degistirmek,change
signer26_sample596,49,degistirmek,change
signer28_sample278,49,degistirmek,change
signer28_sample358,49,degistirmek,change
signer28_sample633,49,degistirmek,change
signer29_sample34,49,degistirmek,change
signer29_sample228,49,degistirmek,change
signer29_sample439,49,degistirmek,change
signer31_sample129,49,degistirmek,change
signer31_sample258,49,degistirmek,change
signer31_sample636,49,degistirmek,change
signer32_sample147,49,degistirmek,change
signer32_sample315,49,degistirmek,change
signer32_sample470,49,degistirmek,change
signer33_sample182,49,degistirmek,change
signer33_sample275,49,degistirmek,change
signer33_sample280,49,degistirmek,change
signer36_sample223,49,degistirmek,change
signer36_sample352,49,degistirmek,change
signer36_sample456,49,degistirmek,change
signer37_sample56,49,degistirmek,change
signer37_sample232,49,degistirmek,change
signer37_sample476,49,degistirmek,change
signer38_sample55,49,degistirmek,change
signer38_sample536,49,degistirmek,change
signer38_sample555,49,degistirmek,change
signer40_sample46,49,degistirmek,change
signer40_sample66,49,degistirmek,change
signer40_sample656,49,degistirmek,change
signer41_sample443,49,degistirmek,change
signer41_sample611,49,degistirmek,change
signer41_sample656,49,degistirmek,change
signer42_sample192,49,degistirmek,change
signer42_sample245,49,degistirmek,change
signer42_sample438,49,degistirmek,change
signer0_sample63,170,sapka,hat
signer0_sample521,170,sapka,hat
signer0_sample554,170,sapka,hat
signer0_sample1094,170,sapka,hat
signer0_sample1144,170,sapka,hat
signer0_sample1216,170,sapka,hat
signer2_sample303,170,sapka,hat
signer2_sample347,170,sapka,hat
signer2_sample652,170,sapka,hat
signer2_sample890,170,sapka,hat
signer2_sample1050,170,sapka,hat
signer2_sample1334,170,sapka,hat
signer3_sample62,170,sapka,hat
signer3_sample389,170,sapka,hat
signer3_sample515,170,sapka,hat
signer4_sample1,170,sapka,hat
signer4_sample98,170,sapka,hat
signer4_sample536,170,sapka,hat
signer5_sample9,170,sapka,hat
signer5_sample395,170,sapka,hat
signer5_sample505,170,sapka,hat
signer7_sample60,170,sapka,hat
signer7_sample75,170,sapka,hat
signer7_sample83,170,sapka,hat
signer7_sample231,170,sapka,hat
signer7_sample436,170,sapka,hat
signer7_sample844,170,sapka,hat
signer7_sample1039,170,sapka,hat
signer7_sample1083,170,sapka,hat
signer7_sample1573,170,sapka,hat
signer7_sample1713,170,sapka,hat
signer7_sample1857,170,sapka,hat
signer7_sample1889,170,sapka,hat
signer8_sample33,170,sapka,hat
signer8_sample103,170,sapka,hat
signer8_sample130,170,sapka,hat
signer8_sample208,170,sapka,hat
signer8_sample1493,170,sapka,hat
signer8_sample1645,170,sapka,hat
signer8_sample1690,170,sapka,hat
signer8_sample1749,170,sapka,hat
signer8_sample1984,170,sapka,hat
signer8_sample2215,170,sapka,hat
signer8_sample2479,170,sapka,hat
signer8_sample2504,170,sapka,hat
signer9_sample172,170,sapka,hat
signer9_sample214,170,sapka,hat
signer9_sample569,170,sapka,hat
signer10_sample229,170,sapka,hat
signer10_sample506,170,sapka,hat
signer10_sample649,170,sapka,hat
signer12_sample53,170,sapka,hat
signer12_sample81,170,sapka,hat
signer12_sample365,170,sapka,hat
signer12_sample467,170,sapka,hat
signer12_sample722,170,sapka,hat
signer12_sample746,170,sapka,hat
signer12_sample889,170,sapka,hat
signer12_sample1659,170,sapka,hat
signer12_sample1871,170,sapka,hat
signer13_sample143,170,sapka,hat
signer13_sample315,170,sapka,hat
signer13_sample363,170,sapka,hat
signer13_sample450,170,sapka,hat
signer13_sample566,170,sapka,hat
signer13_sample790,170,sapka,hat
signer13_sample1218,170,sapka,hat
signer13_sample1259,170,sapka,hat
signer13_sample1636,170,sapka,hat
signer15_sample10,170,sapka,hat
signer15_sample95,170,sapka,hat
signer17_sample97,170,sapka,hat
signer17_sample422,170,sapka,hat
signer19_sample19,170,sapka,hat
signer19_sample137,170,sapka,hat
signer19_sample236,170,sapka,hat
signer20_sample14,170,sapka,hat
signer20_sample190,170,sapka,hat
signer20_sample587,170,sapka,hat
signer21_sample168,170,sapka,hat
signer21_sample252,170,sapka,hat
signer21_sample477,170,sapka,hat
signer22_sample14,170,sapka,hat
signer22_sample503,170,sapka,hat
signer22_sample559,170,sapka,hat
signer23_sample181,170,sapka,hat
signer23_sample210,170,sapka,hat
signer23_sample314,170,sapka,hat
signer24_sample133,170,sapka,hat
signer24_sample141,170,sapka,hat
signer24_sample493,170,sapka,hat
signer26_sample160,170,sapka,hat
signer26_sample243,170,sapka,hat
signer26_sample485,170,sapka,hat
signer28_sample28,170,sapka,hat
signer28_sample349,170,sapka,hat
signer28_sample455,170,sapka,hat
signer29_sample32,170,sapka,hat
signer29_sample453,170,sapka,hat
signer29_sample516,170,sapka,hat
signer31_sample6,170,sapka,hat
signer31_sample429,170,sapka,hat
signer31_sample536,170,sapka,hat
signer32_sample295,170,sapka,hat
signer32_sample373,170,sapka,hat
signer32_sample518,170,sapka,hat
signer33_sample273,170,sapka,hat
signer33_sample278,170,sapka,hat
signer33_sample314,170,sapka,hat
signer36_sample103,170,sapka,hat
signer36_sample316,170,sapka,hat
signer36_sample398,170,sapka,hat
signer37_sample282,170,sapka,hat
signer37_sample319,170,sapka,hat
signer37_sample595,170,sapka,hat
signer38_sample46,170,sapka,hat
signer38_sample315,170,sapka,hat
signer38_sample538,170,sapka,hat
signer40_sample286,170,sapka,hat
signer40_sample396,170,sapka,hat
signer40_sample554,170,sapka,hat
signer41_sample28,170,sapka,hat
signer41_sample293,170,sapka,hat
signer41_sample518,170,sapka,hat
signer42_sample40,170,sapka,hat
signer42_sample306,170,sapka,hat
signer42_sample565,170,sapka,hat
signer0_sample64,206,yakin,near
signer0_sample555,206,yakin,near
signer0_sample572,206,yakin,near
signer0_sample738,206,yakin,near
signer0_sample941,206,yakin,near
signer0_sample1218,206,yakin,near
signer2_sample99,206,yakin,near
signer2_sample121,206,yakin,near
signer2_sample345,206,yakin,near
signer2_sample645,206,yakin,near
signer2_sample1233,206,yakin,near
signer2_sample1275,206,yakin,near
signer4_sample22,206,yakin,near
signer4_sample95,206,yakin,near
signer4_sample116,206,yakin,near
signer5_sample269,206,yakin,near
signer5_sample325,206,yakin,near
signer5_sample388,206,yakin,near
signer7_sample82,206,yakin,near
signer7_sample216,206,yakin,near
signer7_sample316,206,yakin,near
signer7_sample432,206,yakin,near
signer7_sample468,206,yakin,near
signer7_sample636,206,yakin,near
signer7_sample1230,206,yakin,near
signer7_sample1451,206,yakin,near
signer7_sample1687,206,yakin,near
signer7_sample1781,206,yakin,near
signer7_sample1879,206,yakin,near
signer7_sample2109,206,yakin,near
signer8_sample45,206,yakin,near
signer8_sample113,206,yakin,near
signer8_sample555,206,yakin,near
signer8_sample884,206,yakin,near
signer8_sample897,206,yakin,near
signer8_sample930,206,yakin,near
signer8_sample1124,206,yakin,near
signer8_sample1561,206,yakin,near
signer8_sample1577,206,yakin,near
signer8_sample1771,206,yakin,near
signer8_sample2265,206,yakin,near
signer8_sample2476,206,yakin,near
signer9_sample184,206,yakin,near
signer9_sample267,206,yakin,near
signer9_sample675,206,yakin,near
signer10_sample465,206,yakin,near
signer10_sample502,206,yakin,near
signer10_sample508,206,yakin,near
signer12_sample442,206,yakin,near
signer12_sample766,206,yakin,near
signer12_sample791,206,yakin,near
signer12_sample812,206,yakin,near
signer12_sample909,206,yakin,near
signer12_sample1101,206,yakin,near
signer12_sample1130,206,yakin,near
signer12_sample1249,206,yakin,near
signer12_sample1952,206,yakin,near
signer13_sample53,206,yakin,near
signer13_sample675,206,yakin,near
signer13_sample1103,206,yakin,near
signer13_sample1201,206,yakin,near
signer13_sample1439,206,yakin,near
signer13_sample1450,206,yakin,near
signer13_sample1646,206,yakin,near
signer13_sample1662,206,yakin,near
signer13_sample2013,206,yakin,near
signer19_sample38,206,yakin,near
signer19_sample45,206,yakin,near
signer19_sample290,206,yakin,near
signer20_sample282,206,yakin,near
signer20_sample363,206,yakin,near
signer20_sample649,206,yakin,near
signer21_sample80,206,yakin,near
signer21_sample166,206,yakin,near
signer21_sample271,206,yakin,near
signer22_sample307,206,yakin,near
signer22_sample566,206,yakin,near
signer22_sample620,206,yakin,near
signer23_sample272,206,yakin,near
signer23_sample468,206,yakin,near
signer23_sample642,206,yakin,near
signer24_sample485,206,yakin,near
signer24_sample531,206,yakin,near
signer24_sample626,206,yakin,near
signer26_sample329,206,yakin,near
signer26_sample383,206,yakin,near
signer26_sample545,206,yakin,near
signer28_sample170,206,yakin,near
signer28_sample467,206,yakin,near
signer28_sample629,206,yakin,near
signer29_sample226,206,yakin,near
signer29_sample495,206,yakin,near
signer29_sample592,206,yakin,near
signer31_sample116,206,yakin,near
signer31_sample185,206,yakin,near
signer31_sample542,206,yakin,near
signer32_sample60,206,yakin,near
signer32_sample249,206,yakin,near
signer32_sample371,206,yakin,near
signer33_sample212,206,yakin,near
signer33_sample356,206,yakin,near
signer33_sample627,206,yakin,near
signer36_sample100,206,yakin,near
signer36_sample246,206,yakin,near
signer36_sample601,206,yakin,near
signer37_sample36,206,yakin,near
signer37_sample179,206,yakin,near
signer37_sample312,206,yakin,near
signer38_sample60,206,yakin,near
signer38_sample303,206,yakin,near
signer38_sample420,206,yakin,near
signer40_sample393,206,yakin,near
signer40_sample585,206,yakin,near
signer40_sample597,206,yakin,near
signer41_sample90,206,yakin,near
signer41_sample147,206,yakin,near
signer41_sample430,206,yakin,near
signer42_sample322,206,yakin,near
signer42_sample326,206,yakin,near
signer42_sample549,206,yakin,near
signer0_sample65,115,kiyma,mince
signer0_sample182,115,kiyma,mince
signer0_sample229,115,kiyma,mince
signer0_sample265,115,kiyma,mince
signer0_sample495,115,kiyma,mince
signer0_sample1198,115,kiyma,mince
signer2_sample137,115,kiyma,mince
signer2_sample922,115,kiyma,mince
signer2_sample1106,115,kiyma,mince
signer2_sample1127,115,kiyma,mince
signer2_sample1252,115,kiyma,mince
signer2_sample1345,115,kiyma,mince
signer3_sample124,115,kiyma,mince
signer3_sample247,115,kiyma,mince
signer3_sample487,115,kiyma,mince
signer4_sample107,115,kiyma,mince
signer4_sample132,115,kiyma,mince
signer4_sample550,115,kiyma,mince
signer5_sample265,115,kiyma,mince
signer5_sample315,115,kiyma,mince
signer5_sample349,115,kiyma,mince
signer7_sample22,115,kiyma,mince
signer7_sample76,115,kiyma,mince
signer7_sample567,115,kiyma,mince
signer7_sample569,115,kiyma,mince
signer7_sample1046,115,kiyma,mince
signer7_sample1237,115,kiyma,mince
signer7_sample1606,115,kiyma,mince
signer7_sample1704,115,kiyma,mince
signer7_sample2062,115,kiyma,mince
signer7_sample2328,115,kiyma,mince
signer7_sample2464,115,kiyma,mince
signer7_sample2504,115,kiyma,mince
signer8_sample21,115,kiyma,mince
signer8_sample108,115,kiyma,mince
signer8_sample149,115,kiyma,mince
signer8_sample372,115,kiyma,mince
signer8_sample935,115,kiyma,mince
signer8_sample1299,115,kiyma,mince
signer8_sample1776,115,kiyma,mince
signer8_sample2014,115,kiyma,mince
signer8_sample2175,115,kiyma,mince
signer8_sample2195,115,kiyma,mince
signer8_sample2547,115,kiyma,mince
signer8_sample2577,115,kiyma,mince
signer9_sample57,115,kiyma,mince
signer9_sample278,115,kiyma,mince
signer9_sample373,115,kiyma,mince
signer10_sample119,115,kiyma,mince
signer10_sample267,115,kiyma,mince
signer10_sample348,115,kiyma,mince
signer12_sample147,115,kiyma,mince
signer12_sample231,115,kiyma,mince
signer12_sample597,115,kiyma,mince
signer12_sample634,115,kiyma,mince
signer12_sample893,115,kiyma,mince
signer12_sample999,115,kiyma,mince
signer12_sample1119,115,kiyma,mince
signer12_sample1645,115,kiyma,mince
signer12_sample1942,115,kiyma,mince
signer13_sample192,115,kiyma,mince
signer13_sample203,115,kiyma,mince
signer13_sample222,115,kiyma,mince
signer13_sample766,115,kiyma,mince
signer13_sample1153,115,kiyma,mince
signer13_sample1626,115,kiyma,mince
signer13_sample1694,115,kiyma,mince
signer13_sample1754,115,kiyma,mince
signer13_sample1843,115,kiyma,mince
signer15_sample120,115,kiyma,mince
signer15_sample309,115,kiyma,mince
signer17_sample58,115,kiyma,mince
signer17_sample108,115,kiyma,mince
signer20_sample17,115,kiyma,mince
signer20_sample43,115,kiyma,mince
signer20_sample530,115,kiyma,mince
signer21_sample201,115,kiyma,mince
signer21_sample507,115,kiyma,mince
signer22_sample515,115,kiyma,mince
signer22_sample585,115,kiyma,mince
signer23_sample421,115,kiyma,mince
signer23_sample632,115,kiyma,mince
signer23_sample669,115,kiyma,mince
signer24_sample209,115,kiyma,mince
signer24_sample371,115,kiyma,mince
signer24_sample420,115,kiyma,mince
signer28_sample407,115,kiyma,mince
signer28_sample538,115,kiyma,mince
signer28_sample609,115,kiyma,mince
signer29_sample118,115,kiyma,mince
signer29_sample460,115,kiyma,mince
signer29_sample551,115,kiyma,mince
signer31_sample109,115,kiyma,mince
signer31_sample447,115,kiyma,mince
signer31_sample497,115,kiyma,mince
signer32_sample123,115,kiyma,mince
signer32_sample442,115,kiyma,mince
signer32_sample472,115,kiyma,mince
signer33_sample189,115,kiyma,mince
signer33_sample483,115,kiyma,mince
signer33_sample572,115,kiyma,mince
signer36_sample55,115,kiyma,mince
signer36_sample280,115,kiyma,mince
signer36_sample545,115,kiyma,mince
signer37_sample87,115,kiyma,mince
signer37_sample242,115,kiyma,mince
signer37_sample323,115,kiyma,mince
signer38_sample125,115,kiyma,mince
signer38_sample180,115,kiyma,mince
signer38_sample349,115,kiyma,mince
signer40_sample482,115,kiyma,mince
signer40_sample580,115,kiyma,mince
signer40_sample661,115,kiyma,mince
signer41_sample102,115,kiyma,mince
signer41_sample184,115,kiyma,mince
signer41_sample314,115,kiyma,mince
signer42_sample133,115,kiyma,mince
signer42_sample330,115,kiyma,mince
signer42_sample521,115,kiyma,mince
signer0_sample66,178,ses,voice
signer0_sample167,178,ses,voice
signer0_sample497,178,ses,voice
signer0_sample926,178,ses,voice
signer0_sample1051,178,ses,voice
signer0_sample1253,178,ses,voice
signer2_sample356,178,ses,voice
signer2_sample712,178,ses,voice
signer2_sample905,178,ses,voice
signer2_sample1108,178,ses,voice
signer2_sample1109,178,ses,voice
signer2_sample1261,178,ses,voice
signer3_sample121,178,ses,voice
signer3_sample146,178,ses,voice
signer3_sample630,178,ses,voice
signer4_sample527,178,ses,voice
signer4_sample548,178,ses,voice
signer4_sample671,178,ses,voice
signer5_sample80,178,ses,voice
signer5_sample472,178,ses,voice
signer5_sample525,178,ses,voice
signer7_sample136,178,ses,voice
signer7_sample430,178,ses,voice
signer7_sample690,178,ses,voice
signer7_sample1014,178,ses,voice
signer7_sample1025,178,ses,voice
signer7_sample1281,178,ses,voice
signer7_sample1351,178,ses,voice
signer7_sample1392,178,ses,voice
signer7_sample1548,178,ses,voice
signer7_sample1893,178,ses,voice
signer7_sample1931,178,ses,voice
signer7_sample2102,178,ses,voice
signer8_sample628,178,ses,voice
signer8_sample668,178,ses,voice
signer8_sample868,178,ses,voice
signer8_sample946,178,ses,voice
signer8_sample1047,178,ses,voice
signer8_sample1243,178,ses,voice
signer8_sample1261,178,ses,voice
signer8_sample1757,178,ses,voice
signer8_sample1918,178,ses,voice
signer8_sample2285,178,ses,voice
signer8_sample2296,178,ses,voice
signer8_sample2360,178,ses,voice
signer9_sample2,178,ses,voice
signer9_sample282,178,ses,voice
signer9_sample323,178,ses,voice
signer10_sample26,178,ses,voice
signer10_sample153,178,ses,voice
signer10_sample446,178,ses,voice
signer12_sample130,178,ses,voice
signer12_sample192,178,ses,voice
signer12_sample371,178,ses,voice
signer12_sample620,178,ses,voice
signer12_sample767,178,ses,voice
signer12_sample838,178,ses,voice
signer12_sample1359,178,ses,voice
signer12_sample1600,178,ses,voice
signer12_sample1605,178,ses,voice
signer13_sample173,178,ses,voice
signer13_sample249,178,ses,voice
signer13_sample286,178,ses,voice
signer13_sample341,178,ses,voice
signer13_sample585,178,ses,voice
signer13_sample913,178,ses,voice
signer13_sample1150,178,ses,voice
signer13_sample1577,178,ses,voice
signer13_sample1623,178,ses,voice
signer15_sample94,178,ses,voice
signer15_sample366,178,ses,voice
signer17_sample113,178,ses,voice
signer17_sample263,178,ses,voice
signer19_sample60,178,ses,voice
signer19_sample256,178,ses,voice
signer19_sample326,178,ses,voice
signer20_sample164,178,ses,voice
signer20_sample327,178,ses,voice
signer20_sample537,178,ses,voice
signer21_sample283,178,ses,voice
signer21_sample363,178,ses,voice
signer21_sample400,178,ses,voice
signer22_sample226,178,ses,voice
signer22_sample419,178,ses,voice
signer22_sample456,178,ses,voice
signer23_sample129,178,ses,voice
signer23_sample290,178,ses,voice
signer23_sample420,178,ses,voice
signer24_sample73,178,ses,voice
signer24_sample156,178,ses,voice
signer24_sample391,178,ses,voice
signer26_sample11,178,ses,voice
signer26_sample131,178,ses,voice
signer28_sample303,178,ses,voice
signer28_sample315,178,ses,voice
signer28_sample469,178,ses,voice
signer29_sample44,178,ses,voice
signer29_sample339,178,ses,voice
signer29_sample500,178,ses,voice
signer31_sample54,178,ses,voice
signer31_sample186,178,ses,voice
signer31_sample628,178,ses,voice
signer32_sample17,178,ses,voice
signer32_sample228,178,ses,voice
signer32_sample609,178,ses,voice
signer33_sample108,178,ses,voice
signer33_sample258,178,ses,voice
signer33_sample436,178,ses,voice
signer36_sample152,178,ses,voice
signer36_sample466,178,ses,voice
signer36_sample533,178,ses,voice
signer37_sample30,178,ses,voice
signer37_sample270,178,ses,voice
signer37_sample553,178,ses,voice
signer38_sample22,178,ses,voice
signer38_sample219,178,ses,voice
signer38_sample366,178,ses,voice
signer40_sample31,178,ses,voice
signer40_sample298,178,ses,voice
signer40_sample483,178,ses,voice
signer41_sample256,178,ses,voice
signer41_sample305,178,ses,voice
signer41_sample570,178,ses,voice
signer42_sample370,178,ses,voice
signer42_sample453,178,ses,voice
signer42_sample660,178,ses,voice
signer0_sample68,208,yanlis,wrong
signer0_sample263,208,yanlis,wrong
signer0_sample424,208,yanlis,wrong
signer0_sample551,208,yanlis,wrong
signer0_sample805,208,yanlis,wrong
signer0_sample1131,208,yanlis,wrong
signer2_sample168,208,yanlis,wrong
signer2_sample263,208,yanlis,wrong
signer2_sample796,208,yanlis,wrong
signer2_sample800,208,yanlis,wrong
signer2_sample1035,208,yanlis,wrong
signer2_sample1313,208,yanlis,wrong
signer3_sample166,208,yanlis,wrong
signer3_sample421,208,yanlis,wrong
signer3_sample534,208,yanlis,wrong
signer4_sample334,208,yanlis,wrong
signer4_sample416,208,yanlis,wrong
signer4_sample647,208,yanlis,wrong
signer5_sample61,208,yanlis,wrong
signer5_sample429,208,yanlis,wrong
signer5_sample588,208,yanlis,wrong
signer7_sample29,208,yanlis,wrong
signer7_sample167,208,yanlis,wrong
signer7_sample412,208,yanlis,wrong
signer7_sample662,208,yanlis,wrong
signer7_sample727,208,yanlis,wrong
signer7_sample750,208,yanlis,wrong
signer7_sample1156,208,yanlis,wrong
signer7_sample1421,208,yanlis,wrong
signer7_sample1643,208,yanlis,wrong
signer7_sample1804,208,yanlis,wrong
signer7_sample1966,208,yanlis,wrong
signer7_sample2144,208,yanlis,wrong
signer8_sample123,208,yanlis,wrong
signer8_sample512,208,yanlis,wrong
signer8_sample666,208,yanlis,wrong
signer8_sample964,208,yanlis,wrong
signer8_sample976,208,yanlis,wrong
signer8_sample1208,208,yanlis,wrong
signer8_sample1339,208,yanlis,wrong
signer8_sample1535,208,yanlis,wrong
signer8_sample1583,208,yanlis,wrong
signer8_sample1851,208,yanlis,wrong
signer8_sample1917,208,yanlis,wrong
signer8_sample1997,208,yanlis,wrong
signer9_sample102,208,yanlis,wrong
signer9_sample212,208,yanlis,wrong
signer9_sample330,208,yanlis,wrong
signer10_sample263,208,yanlis,wrong
signer10_sample423,208,yanlis,wrong
signer10_sample434,208,yanlis,wrong
signer12_sample44,208,yanlis,wrong
signer12_sample200,208,yanlis,wrong
signer12_sample268,208,yanlis,wrong
signer12_sample754,208,yanlis,wrong
signer12_sample1019,208,yanlis,wrong
signer12_sample1258,208,yanlis,wrong
signer12_sample1610,208,yanlis,wrong
signer12_sample1773,208,yanlis,wrong
signer12_sample1969,208,yanlis,wrong
signer13_sample79,208,yanlis,wrong
signer13_sample208,208,yanlis,wrong
signer13_sample214,208,yanlis,wrong
signer13_sample228,208,yanlis,wrong
signer13_sample396,208,yanlis,wrong
signer13_sample398,208,yanlis,wrong
signer13_sample869,208,yanlis,wrong
signer13_sample1576,208,yanlis,wrong
signer13_sample2014,208,yanlis,wrong
signer15_sample160,208,yanlis,wrong
signer15_sample445,208,yanlis,wrong
signer17_sample47,208,yanlis,wrong
signer17_sample289,208,yanlis,wrong
signer19_sample121,208,yanlis,wrong
signer19_sample138,208,yanlis,wrong
signer19_sample240,208,yanlis,wrong
signer20_sample144,208,yanlis,wrong
signer20_sample439,208,yanlis,wrong
signer20_sample529,208,yanlis,wrong
signer21_sample149,208,yanlis,wrong
signer21_sample343,208,yanlis,wrong
signer22_sample28,208,yanlis,wrong
signer22_sample30,208,yanlis,wrong
signer22_sample195,208,yanlis,wrong
signer23_sample172,208,yanlis,wrong
signer23_sample273,208,yanlis,wrong
signer23_sample562,208,yanlis,wrong
signer24_sample154,208,yanlis,wrong
signer24_sample234,208,yanlis,wrong
signer24_sample573,208,yanlis,wrong
signer26_sample171,208,yanlis,wrong
signer26_sample279,208,yanlis,wrong
signer26_sample537,208,yanlis,wrong
signer28_sample420,208,yanlis,wrong
signer28_sample450,208,yanlis,wrong
signer28_sample599,208,yanlis,wrong
signer29_sample167,208,yanlis,wrong
signer29_sample168,208,yanlis,wrong
signer29_sample601,208,yanlis,wrong
signer31_sample178,208,yanlis,wrong
signer31_sample275,208,yanlis,wrong
signer31_sample338,208,yanlis,wrong
signer32_sample104,208,yanlis,wrong
signer32_sample300,208,yanlis,wrong
signer33_sample198,208,yanlis,wrong
signer33_sample224,208,yanlis,wrong
signer33_sample543,208,yanlis,wrong
signer36_sample297,208,yanlis,wrong
signer36_sample393,208,yanlis,wrong
signer36_sample487,208,yanlis,wrong
signer37_sample160,208,yanlis,wrong
signer37_sample318,208,yanlis,wrong
signer37_sample356,208,yanlis,wrong
signer38_sample378,208,yanlis,wrong
signer38_sample433,208,yanlis,wrong
signer38_sample532,208,yanlis,wrong
signer40_sample69,208,yanlis,wrong
signer40_sample74,208,yanlis,wrong
signer40_sample511,208,yanlis,wrong
signer41_sample73,208,yanlis,wrong
signer41_sample289,208,yanlis,wrong
signer41_sample318,208,yanlis,wrong
signer42_sample316,208,yanlis,wrong
signer42_sample502,208,yanlis,wrong
signer42_sample589,208,yanlis,wrong
signer0_sample69,33,bilgi_vermek,inform
signer0_sample718,33,bilgi_vermek,inform
signer0_sample852,33,bilgi_vermek,inform
signer0_sample1288,33,bilgi_vermek,inform
signer0_sample1298,33,bilgi_vermek,inform
signer0_sample1340,33,bilgi_vermek,inform
signer2_sample76,33,bilgi_vermek,inform
signer2_sample191,33,bilgi_vermek,inform
signer2_sample205,33,bilgi_vermek,inform
signer2_sample556,33,bilgi_vermek,inform
signer2_sample1009,33,bilgi_vermek,inform
signer2_sample1263,33,bilgi_vermek,inform
signer3_sample225,33,bilgi_vermek,inform
signer3_sample470,33,bilgi_vermek,inform
signer3_sample612,33,bilgi_vermek,inform
signer4_sample92,33,bilgi_vermek,inform
signer4_sample336,33,bilgi_vermek,inform
signer4_sample666,33,bilgi_vermek,inform
signer5_sample39,33,bilgi_vermek,inform
signer5_sample396,33,bilgi_vermek,inform
signer5_sample450,33,bilgi_vermek,inform
signer7_sample26,33,bilgi_vermek,inform
signer7_sample267,33,bilgi_vermek,inform
signer7_sample639,33,bilgi_vermek,inform
signer7_sample671,33,bilgi_vermek,inform
signer7_sample799,33,bilgi_vermek,inform
signer7_sample1364,33,bilgi_vermek,inform
signer7_sample1443,33,bilgi_vermek,inform
signer7_sample1657,33,bilgi_vermek,inform
signer7_sample1984,33,bilgi_vermek,inform
signer7_sample2266,33,bilgi_vermek,inform
signer7_sample2409,33,bilgi_vermek,inform
signer7_sample2557,33,bilgi_vermek,inform
signer8_sample252,33,bilgi_vermek,inform
signer8_sample706,33,bilgi_vermek,inform
signer8_sample1154,33,bilgi_vermek,inform
signer8_sample1272,33,bilgi_vermek,inform
signer8_sample1620,33,bilgi_vermek,inform
signer8_sample1638,33,bilgi_vermek,inform
signer8_sample1763,33,bilgi_vermek,inform
signer8_sample1780,33,bilgi_vermek,inform
signer8_sample1793,33,bilgi_vermek,inform
signer8_sample2009,33,bilgi_vermek,inform
signer8_sample2112,33,bilgi_vermek,inform
signer8_sample2638,33,bilgi_vermek,inform
signer9_sample138,33,bilgi_vermek,inform
signer9_sample472,33,bilgi_vermek,inform
signer9_sample664,33,bilgi_vermek,inform
signer10_sample339,33,bilgi_vermek,inform
signer10_sample483,33,bilgi_vermek,inform
signer10_sample565,33,bilgi_vermek,inform
signer12_sample381,33,bilgi_vermek,inform
signer12_sample500,33,bilgi_vermek,inform
signer12_sample667,33,bilgi_vermek,inform
signer12_sample763,33,bilgi_vermek,inform
signer12_sample1107,33,bilgi_vermek,inform
signer12_sample1214,33,bilgi_vermek,inform
signer12_sample1224,33,bilgi_vermek,inform
signer12_sample1386,33,bilgi_vermek,inform
signer12_sample1399,33,bilgi_vermek,inform
signer13_sample122,33,bilgi_vermek,inform
signer13_sample234,33,bilgi_vermek,inform
signer13_sample287,33,bilgi_vermek,inform
signer13_sample358,33,bilgi_vermek,inform
signer13_sample589,33,bilgi_vermek,inform
signer13_sample939,33,bilgi_vermek,inform
signer13_sample1475,33,bilgi_vermek,inform
signer13_sample1745,33,bilgi_vermek,inform
signer13_sample1857,33,bilgi_vermek,inform
signer15_sample361,33,bilgi_vermek,inform
signer15_sample410,33,bilgi_vermek,inform
signer17_sample37,33,bilgi_vermek,inform
signer17_sample393,33,bilgi_vermek,inform
